,amt,category,merchant,merch_long,merch_lat,state,gender,new_unix,is_fraud
1142973,1.12,11,209,-74.80245,42.532558,34,1,1587438181,0
626322,6.04,11,571,-93.132675,37.615816,24,0,1569216253,0
153778,29.96,6,97,-73.728962,40.433546,31,1,1553365944,0
445850,7.39,11,372,-105.304754,32.038623,32,1,1563360628,0
431049,9.39,7,546,-111.137274,34.038226,3,0,1562936695,0
488310,11.87,5,258,-79.98980300000001,40.2317,38,0,1564682601,0
926419,98.37,4,415,-71.667027,43.740906,30,0,1577942334,0
1273720,4.54,12,287,-89.51659599999999,30.308242,18,1,1592033496,0
824047,98.47,4,468,-117.901496,34.53525,4,0,1575886503,0
1089249,31.24,8,524,-95.0902,39.46358,24,0,1585456711,0
111199,93.25,1,418,-82.562753,42.540833,22,1,1551697512,0
497967,67.24,0,115,-81.52108199999999,41.997201,35,0,1564946700,0
783781,9.3,11,571,-108.909893,35.634594,32,1,1575154705,0
1218962,6.02,13,568,-90.9324,30.480762,18,1,1590357219,0
1271681,45.77,6,614,-81.506661,31.4924,10,0,1591961050,0
1147438,105.46,4,328,-74.393344,40.829945,31,0,1587619637,0
29498,42.63,7,671,-75.45200899999999,43.026322,34,0,1547811306,0
968335,11.55,10,525,-123.324567,41.700451,4,0,1580043457,0
1195362,53.59,7,660,-86.714668,38.732257,15,1,1589461269,0
1045364,230.82,8,647,-86.994055,41.802371,14,0,1583765996,0
857009,49.43,7,482,-92.657037,33.214043,18,0,1576509678,0
263469,1.04,9,57,-99.963712,26.95348,43,0,1557568369,0
384037,60.29,6,492,-123.644767,45.270045,37,1,1561413101,0
1057391,42.74,2,321,-85.643923,39.472538,15,0,1584253671,0
409029,27.4,7,50,-97.539082,31.36233,43,0,1562250157,0
1041219,5.95,8,426,-87.804434,39.328557,14,0,1583642899,0
1291392,44.37,3,588,-86.80532,36.969298,17,1,1592560147,0
789298,15.77,10,296,-85.840875,33.855671,1,1,1575232753,0
1089134,51.36,2,605,-68.670521,44.270197,21,0,1585452197,0
332452,7.39,1,569,-97.366193,36.193745,36,1,1559909962,0
32325,157.51,4,466,-76.025458,39.808186,20,1,1547974422,0
366494,110.47,6,492,-86.736823,44.039728,22,1,1560897679,0
995463,60.38,1,2,-78.34379799999999,40.073385,38,1,1581370086,0
1085016,45.89,10,449,-78.345455,35.391715000000005,27,1,1585261742,0
1049050,495.66,9,580,-97.211194,32.585731,43,1,1583864097,0
1247813,9.33,9,677,-120.202942,39.440397,33,1,1591191327,0
1198963,30.97,10,408,-92.813367,42.380663,12,1,1589634870,0
272226,54.0,6,211,-87.58065,40.494139,15,0,1557843928,0
275680,102.36,6,68,-89.54232900000001,40.201955,14,1,1558021380,0
980389,15.62,10,30,-83.037757,27.555428000000003,9,0,1580650858,0
614116,29.41,7,424,-75.294263,43.138644,34,0,1568753457,0
754965,4.58,9,583,-78.440678,33.70684,27,0,1574098359,0
1179210,53.18,2,332,-85.949786,34.605571000000005,10,1,1588846775,0
280008,3.77,12,575,-80.320853,40.538989,49,0,1558197831,0
1103523,161.38,7,553,-85.319259,37.722811,17,1,1585999037,0
1207708,22.76,1,19,-95.250415,42.85086,12,0,1589901587,0
624750,17.35,6,456,-84.036211,29.810709000000003,9,0,1569173434,0
1134067,3.84,12,491,-90.193714,37.91357,24,1,1587135791,0
611437,78.52,6,506,-106.662249,35.604276,32,0,1568645066,0
226522,25.69,5,276,-106.684851,35.555803000000004,32,1,1556117427,0
1172193,64.25,0,263,-100.064747,37.336093,16,0,1588593388,0
1002676,46.91,10,500,-85.089877,34.698833,10,1,1581801392,0
160744,59.43,2,518,-86.14915,39.713628,15,1,1553567330,0
174007,9.41,9,513,-78.152999,43.250466,34,0,1554096672,0
579989,24.52,10,520,-124.663839,39.806449,4,0,1567436904,0
763992,76.5,5,493,-85.332261,38.511624,35,1,1574516376,0
460944,24.79,7,234,-90.892765,43.083598,48,1,1563801055,0
637288,25.4,6,492,-73.150725,40.8967,34,1,1569684455,0
1268635,58.53,2,332,-73.149875,44.781418,46,0,1591831749,0
977767,74.92,2,183,-81.29640699999999,37.016724,27,0,1580548775,0
440662,6.21,11,630,-86.45958399999999,39.925386,15,1,1563180721,0
518872,196.05,4,570,-84.56127,38.124002,35,0,1565574058,0
207442,10.32,10,182,-78.47414599999999,35.963746,27,1,1555354295,0
757739,57.66,2,47,-124.281441,43.750222,37,0,1574233850,0
1016481,44.98,0,586,-86.10184100000001,40.03117,15,0,1582474718,0
1128769,82.73,10,182,-80.293435,32.491316,40,0,1586882675,0
499077,105.52,4,146,-73.60494399999999,42.188076,34,0,1564969651,0
290055,7.71,11,209,-77.535318,39.963273,38,0,1558557032,0
881176,258.58,6,213,-123.052747,39.054157,4,0,1577016640,0
245900,31.98,5,571,-98.2233,40.440177,29,0,1556894554,0
1242092,8.79,13,203,-75.341976,40.294926,20,1,1591036590,0
47052,83.21,5,276,-80.222034,39.286239,49,1,1548692828,0
1252057,13.71,0,294,-75.55819699999999,38.828952,31,0,1591363125,0
1067204,8.43,0,476,-86.749684,34.329694,1,1,1584562735,0
547344,8.33,12,141,-73.487966,40.755677,31,1,1566483497,0
1202431,2.18,5,105,-88.455239,38.407891,14,0,1589749989,0
257701,35.94,12,224,-98.827824,36.851042,36,1,1557310375,0
1048132,39.97,10,23,-84.71955200000001,33.879788,10,0,1583843434,0
1094767,9.16,12,22,-74.337846,41.339999,34,1,1585614130,0
1217081,6.27,9,580,-88.181409,34.300771000000005,25,0,1590317456,0
664729,3.32,13,639,-103.097612,45.089718,41,0,1570714954,0
634601,62.35,1,49,-83.790387,38.419197,35,1,1569584217,0
41902,33.23,6,581,-86.16586,46.077441,22,0,1548449885,0
457530,41.1,6,614,-80.177553,37.332618,49,0,1563723743,0
482788,5.98,12,545,-78.670377,41.715141,38,1,1564455201,0
996326,48.75,10,689,-92.344759,37.629852,24,0,1581431667,0
104206,71.92,0,574,-79.878186,39.943849,38,1,1551480124,0
945647,48.47,3,439,-89.862418,32.603287,25,1,1578877982,0
395328,6.15,12,462,-83.234476,38.701496,35,0,1561835245,0
463904,8.13,12,267,-119.192634,33.830217,4,0,1563893481,0
801189,3.55,11,311,-73.244276,40.511584,31,1,1575471303,0
908624,6.48,6,672,-97.297965,36.303089,36,1,1577561931,0
301045,7.35,10,366,-83.437961,35.100557,42,1,1558902072,0
335211,97.32,5,223,-83.487197,37.32708,17,1,1559996644,0
1253319,105.98,2,243,-84.074046,34.370146000000005,27,1,1591402448,0
107661,71.18,2,231,-70.813649,43.179729,21,1,1551596349,0
263653,82.25,0,210,-91.795062,33.294486,18,0,1557574924,0
1125578,42.48,6,596,-85.331702,43.860416,22,1,1586793993,0
55562,98.88,11,367,-80.678102,40.564977,38,1,1549152046,0
158996,24.32,6,15,-93.339592,35.486787,2,0,1553517704,0
503641,7.47,13,501,-109.955644,39.492188,44,1,1565101999,0
837782,2.7,12,409,-84.99508,44.185925,22,1,1576189594,0
1013763,18.31,9,592,-79.72225,32.243305,40,0,1582372677,0
948854,5.62,13,377,-71.504703,41.739752,19,1,1579035819,0
867396,73.37,5,240,-89.13107099999999,39.43511,14,0,1576758424,0
971451,2.12,7,612,-69.57907,43.235512,21,1,1580153749,0
1192758,1.0,10,489,-81.150122,40.523494,35,0,1589318483,0
1030226,19.57,10,30,-87.378811,39.398077,15,1,1583179569,0
278562,173.33,4,73,-84.640582,32.312085,1,0,1558145615,0
982833,163.51,10,44,-97.173986,28.567654,43,1,1580741066,0
643891,21.02,0,145,-77.902536,36.313208,27,0,1569867457,0
1254053,52.01,2,183,-99.079878,37.935118,16,0,1591437717,0
139529,99.61,4,570,-85.702642,31.701193,1,0,1552811638,0
431425,73.29,10,254,-80.230333,40.45315,38,0,1562948174,0
548285,148.79,7,652,-155.34667199999998,20.458156,11,1,1566513017,0
223106,11.61,7,553,-75.804936,39.249599,20,0,1555953650,0
495297,6.99,9,137,-76.385267,37.793744,45,0,1564889540,0
442499,41.01,12,67,-74.74226,44.219076,34,0,1563218969,0
1104848,89.93,11,311,-80.132607,39.596925,38,1,1586049318,0
1092639,38.68,2,273,-97.554395,45.572852000000005,41,0,1585565132,0
901436,22.5,8,354,-79.706789,39.631456,20,1,1577433402,0
570998,127.77,4,442,-93.435517,40.066672,24,0,1567219876,0
450625,52.36,5,326,-74.93084,41.436739,34,0,1563544532,0
362607,26.16,1,215,-76.32038100000001,38.925119,31,1,1560773788,0
95365,36.95,5,123,-87.18644499999999,43.468895,48,1,1551122393,0
445940,3.48,11,174,-90.87635,43.589069,48,0,1563364078,0
621967,59.3,7,391,-85.959692,35.224557,1,1,1569094719,0
243165,179.03,4,447,-83.635254,36.767587,42,0,1556757768,0
802445,171.75,7,612,-75.954325,39.001409,20,1,1575498251,0
245329,103.26,2,273,-108.472807,43.028439,50,1,1556867407,0
545784,7.09,5,168,-70.465517,43.319526,19,1,1566418082,0
277319,66.19,6,596,-93.741564,38.871567,24,0,1558097303,0
167271,2.6,11,13,-74.886358,41.839329,31,0,1553893518,0
856868,51.6,7,122,-72.479347,43.998627,46,1,1576507984,0
1063578,35.77,3,232,-82.580957,28.084606,9,1,1584429180,0
1068795,7.03,11,189,-98.737441,41.569943,29,0,1584645979,0
276942,54.05,2,55,-78.48461400000001,39.258705,49,0,1558079659,0
823198,53.14,2,229,-78.11218000000001,40.761567,38,0,1575872087,0
14608,57.0,2,549,-106.571722,35.375483,32,1,1547005781,0
796870,5.55,8,36,-81.96514599999999,27.194254,9,1,1575350260,0
1123223,1.57,12,53,-82.08144300000001,25.289455,9,1,1586728430,0
1090680,74.04,0,152,-117.805144,47.921275,47,1,1585503361,0
1169940,7.58,1,334,-89.51739,32.439655,25,0,1588523884,0
599851,160.8,9,641,-79.79155300000001,40.713983,38,0,1568235728,0
1032282,12.4,8,349,-91.124155,34.268467,25,1,1583243483,0
177792,87.42,0,574,-87.255949,44.579981,48,1,1554242347,0
973436,68.26,4,329,-84.74893900000001,34.923838,42,1,1580289211,0
59066,104.24,7,537,-73.891577,40.378202,31,1,1549297306,0
1084689,32.45,0,320,-91.917061,43.035898,48,0,1585248132,0
22270,31.45,12,462,-96.951883,43.27023,41,0,1547445791,0
751347,40.07,6,506,-75.35042800000001,39.791524,38,0,1574002892,0
160578,27.34,3,542,-86.50693000000001,40.97854,15,0,1553554902,0
575071,60.37,3,158,-95.984132,40.085307,12,1,1567322076,0
1092234,1.9,9,554,-76.446116,38.201809,45,1,1585550501,0
96184,1402.15,12,656,-84.746503,41.792127,35,1,1551152312,0
377261,332.54,11,604,-74.272152,41.384247,34,1,1561266705,0
88803,86.43,4,130,-91.309388,47.209171000000005,48,1,1550808197,0
596599,37.18,7,112,-80.513134,36.633790000000005,27,0,1568061234,0
747898,75.75,10,30,-85.72635600000001,39.954016,15,0,1573903412,0
1099694,77.61,11,487,-81.988384,31.025518,10,1,1585809110,0
611448,25.61,5,526,-95.463572,29.478691,43,1,1568645301,0
42241,7.07,12,545,-80.963864,26.576109,9,0,1548473264,0
874520,55.73,0,40,-82.552631,33.70044,40,1,1576915680,0
352032,6.89,9,580,-97.59244,41.268576,29,0,1560511737,0
431587,75.51,0,167,-81.117588,32.942068,40,0,1562953272,0
605438,32.31,10,254,-95.182978,35.176829,36,0,1568476833,0
584309,21.59,6,213,-80.146403,36.461434,27,1,1567632467,0
385820,107.84,5,223,-77.504777,41.348339,38,1,1561494063,0
278942,56.57,2,332,-87.49068299999999,42.492409,48,1,1558160829,0
1289767,4.67,8,293,-106.088578,35.689979,32,0,1592494034,0
47404,51.29,6,41,-85.01755,35.431826,42,1,1548703394,0
1276887,5.17,12,575,-75.14757,44.744344,34,0,1592136959,0
664883,27.89,1,129,-103.562323,31.664909,43,0,1570719611,0
239537,134.33,1,418,-106.85128799999998,34.41049,32,1,1556571125,0
769287,3.71,12,473,-91.762219,44.8721,48,0,1574667303,0
900894,106.89,4,428,-87.667622,33.271832,1,0,1577418343,0
1203402,49.05,2,332,-89.694004,37.218723,14,0,1589781747,0
943816,63.32,2,399,-80.654498,32.298716,40,0,1578823193,0
1273827,2.58,12,438,-78.471374,40.344909,38,1,1592038330,0
658161,61.68,0,106,-86.771958,38.843988,15,1,1570427086,0
555324,7.7,11,8,-87.94468,33.745388,1,1,1566721622,0
220593,303.66,5,566,-91.218187,34.480266,2,0,1555881009,0
1279788,49.96,2,548,-110.89897,42.962085,50,1,1592204160,0
738916,13.22,6,552,-117.16622,33.734247,4,0,1573488114,0
213115,8.48,9,513,-89.53666899999999,36.595514,24,1,1555635271,0
284762,46.07,2,497,-92.993231,35.367695,2,1,1558334183,0
74383,57.99,3,18,-70.81016600000001,44.477747,21,1,1550020394,0
487645,20.69,7,651,-83.59133299999999,42.00655,22,1,1564661726,0
945298,2.94,11,346,-82.181573,38.066772,49,0,1578865785,0
1121508,40.21,3,410,-86.621897,32.511876,1,0,1586681668,0
69310,13.29,10,500,-89.043103,40.352211,14,1,1549830838,0
807821,15.97,7,482,-121.784164,49.002943,47,0,1575633241,0
625155,1.4,1,16,-94.348359,29.846261,43,0,1569182227,0
990520,239.4,0,133,-83.488061,27.810493,9,1,1581187426,0
696273,214.4,10,319,-76.07355600000001,39.625995,38,1,1571916907,0
726399,44.42,2,332,-92.819796,41.296551,12,1,1573037867,0
404629,8.2,12,32,-72.07297,43.423498,19,1,1562069394,0
250638,199.13,0,178,-77.993783,35.434829,27,0,1557056291,0
56529,12.27,11,282,-74.004077,40.385466,38,0,1549200661,0
602857,74.4,5,105,-102.583949,35.300319,43,1,1568383794,0
1020686,11.25,1,128,-117.333313,48.927343,47,0,1582665615,0
306349,37.99,1,219,-85.568211,39.782104,15,0,1559052865,0
604881,32.12,6,46,-75.961969,43.414009,34,0,1568461634,0
643813,9.06,7,546,-97.591794,33.023124,43,0,1569865821,0
646448,58.92,2,157,-96.435692,48.757866,23,1,1569992749,0
638834,85.28,4,268,-98.331238,44.998403,41,1,1569729146,0
1214252,60.23,1,388,-76.592662,42.470062,34,1,1590212710,0
552755,5.04,13,423,-81.184775,33.107295,40,1,1566659506,0
1250432,58.97,0,294,-74.197834,40.869934,34,0,1591297410,0
15861,85.39,4,645,-91.215176,40.14072,12,0,1547103222,0
780329,47.03,3,439,-123.174634,44.937431,47,0,1575108037,0
33328,54.41,7,519,-86.743075,39.27725,15,0,1548013754,0
409408,18.46,5,124,-77.24485899999999,42.344975,34,1,1562261351,0
541402,132.26,10,453,-94.212209,44.957986,23,1,1566241297,0
877604,17.68,8,235,-80.80574399999999,32.834423,40,1,1576960252,0
783085,8.36,12,454,-82.44664399999999,40.160745,35,0,1575145625,0
1117679,96.7,4,572,-78.086292,39.580773,45,1,1586514062,0
636602,133.43,12,400,-80.694071,41.77441,38,1,1569665323,0
1107092,2.9,1,215,-85.318691,44.596753,22,1,1586120347,0
14481,103.25,4,328,-92.868719,30.944671000000003,18,1,1546993210,0
142719,95.58,11,392,-99.346609,29.990218,43,1,1552901800,0
846932,77.65,0,81,-72.545629,40.154969,34,1,1576366017,0
153526,13.48,5,326,-75.625562,40.728729,38,0,1553359757,0
1230220,33.63,12,400,-95.839402,32.69769,43,0,1590684295,0
477228,49.91,7,495,-108.385625,43.701832,50,1,1564327928,0
320421,3.7,12,224,-115.797643,33.442592,4,0,1559501635,0
800076,6.92,8,293,-87.134801,40.587344,15,1,1575441987,0
144832,52.82,2,117,-96.911499,48.220982,28,0,1552958801,0
1225228,108.36,7,197,-103.20598,31.291966,43,0,1590502873,0
1111201,57.69,2,117,-94.470114,34.105713,2,1,1586231074,0
1283568,63.38,2,208,-71.558464,44.126397,30,1,1592281077,0
82866,3.18,1,509,-79.48697,41.083853000000005,38,0,1550499929,0
417733,4.13,12,179,-95.48575,32.802352,43,0,1562504577,0
677241,6.55,11,528,-97.433702,33.133974,43,1,1571146127,0
380626,71.27,2,444,-106.006591,35.332693,32,0,1561335943,0
674912,8.12,13,419,-74.66725600000001,42.330329,34,0,1571057770,0
973684,40.65,7,391,-102.188736,49.261968,28,0,1580305419,0
265778,67.18,2,272,-75.10504300000001,38.586077,45,1,1557636831,0
120574,68.32,4,345,-78.490835,38.140382,45,1,1552108010,0
139260,752.12,12,349,-82.257456,38.612411,49,0,1552802951,0
998311,98.07,2,590,-72.015576,41.826987,19,1,1581568063,0
918912,101.78,9,214,-93.921382,44.890808,23,1,1577710253,0
263764,1.96,11,510,-79.712199,26.837298,9,0,1557577676,0
152203,85.17,3,158,-80.702748,41.23838,38,1,1553319453,0
347022,60.94,2,55,-86.909134,33.254268,1,0,1560316038,0
1138127,27.35,7,529,-101.397824,47.541551,28,0,1587304964,0
1276354,8.83,8,523,-97.792278,39.828947,29,1,1592123038,0
463989,16.22,10,296,-96.874389,34.720806,36,1,1563897008,0
850342,4.14,1,249,-122.812292,44.692599,37,0,1576419218,0
800357,30.95,2,103,-98.316634,32.449017,43,1,1575451216,0
3812,32.39,9,554,-87.362625,45.428333,22,1,1546496262,0
873475,1414.96,9,70,-70.642225,43.575569,21,1,1576894479,0
109543,79.78,0,619,-100.16351,30.554182,43,1,1551644102,0
704330,362.3,5,532,-104.105252,37.615253,5,1,1572198670,0
736011,164.11,9,676,-83.514125,38.365274,35,0,1573404596,0
1045180,5.01,12,575,-98.119787,34.330002,36,0,1583762363,0
1101332,39.68,2,522,-97.106479,36.476882,36,0,1585893557,0
986771,168.56,12,101,-80.70903299999999,32.417043,40,0,1580987194,0
415625,57.63,6,490,-96.757608,33.01389,43,0,1562451681,0
1100909,5.68,6,132,-76.167345,42.509428,34,0,1585866420,0
54262,77.33,1,573,-97.8587,33.282136,43,1,1549080591,0
1014740,15.22,5,168,-93.977342,40.324496,24,0,1582408469,0
435910,63.09,2,548,-81.62696899999999,27.731844,9,1,1563070369,0
1071229,62.68,2,321,-93.266771,38.119784,24,0,1584760795,0
182470,2.4,6,461,-97.982357,40.435811,16,0,1554473815,0
474419,39.65,7,45,-91.013628,33.312821,18,0,1564262367,0
672120,2.18,11,430,-87.32225600000001,40.646505,14,0,1570980814,0
681349,28.08,7,424,-97.365281,33.163755,43,0,1571347720,0
1242590,3.38,7,562,-95.95947,32.995628,43,0,1591045678,0
648620,47.18,7,391,-81.64376800000001,36.328629,27,1,1570100652,0
1198939,104.37,7,553,-77.334733,39.409923,20,1,1589633639,0
980832,8.93,11,555,-89.87625600000001,30.207654,18,0,1580663503,0
417578,65.43,7,612,-82.757379,42.480886,22,1,1562501990,0
272003,35.46,6,41,-95.922327,35.49943,36,1,1557832136,0
1271773,32.73,9,452,-83.036578,28.464365,9,1,1591963993,0
427909,18.2,11,200,-88.797384,41.255569,14,1,1562815985,0
895715,9.66,11,687,-83.810388,34.777104,10,0,1577295175,0
1138389,16.91,10,551,-83.730165,39.085461,35,0,1587310676,0
746144,6.26,10,54,-76.654831,43.460495,34,0,1573834274,0
335325,10.04,10,422,-78.07715400000001,34.516721000000004,27,0,1559999237,0
579923,60.27,7,546,-73.008126,44.627983,34,0,1567435233,0
1260702,32.8,1,356,-85.636791,39.119788,15,1,1591619418,0
161912,7.55,13,75,-70.178485,42.665868,19,0,1553633391,0
377816,23.27,8,59,-88.912516,39.662479,14,1,1561281889,0
959719,1.01,1,165,-73.856258,40.588258,31,1,1579555493,0
523391,6.19,0,236,-78.33068399999999,35.586676000000004,27,1,1565702445,0
816393,161.91,8,149,-121.353869,38.034209,4,0,1575780392,0
507652,7.16,11,175,-98.356404,29.164659000000004,43,1,1565268745,0
854322,68.21,2,273,-111.3485,46.499291,26,1,1576469095,0
617639,53.41,1,313,-72.781133,41.393606,34,0,1568924890,0
590587,53.51,7,455,-88.327378,35.832567,42,1,1567891871,0
948151,118.53,9,673,-83.143917,43.830816,22,0,1578987826,0
587515,4.07,11,311,-78.224058,40.842901,38,1,1567786593,0
866621,130.95,12,610,-104.686001,39.417937,5,1,1576738933,0
873275,34.04,4,329,-80.894374,39.319942,49,1,1576890076,0
682753,2.88,12,575,-73.907969,40.443554,34,1,1571417042,0
383377,25.29,7,424,-82.028228,32.582652,10,0,1561400575,0
628040,38.4,1,315,-74.097071,40.813019,31,0,1569262261,0
729071,61.57,0,263,-84.57745600000001,42.734878,22,0,1573159803,0
997120,79.64,2,229,-76.914956,41.54633,34,0,1581488701,0
425761,12.19,9,70,-83.790943,36.255516,42,0,1562728986,0
1182431,51.74,2,358,-67.87943800000001,43.596146000000005,21,0,1588992811,0
631850,5.74,12,246,-78.139499,35.433078,27,1,1569450092,0
1067631,94.1,4,268,-85.854357,38.332208,17,0,1584586529,0
431650,64.03,5,276,-86.670037,46.491894,22,0,1562954980,0
465326,2.56,8,426,-78.021137,39.45073,20,1,1563957882,0
862463,56.67,2,183,-79.247434,41.992029,38,1,1576628212,0
390268,88.26,1,283,-105.158747,38.886843,5,0,1561672955,0
1102101,59.24,7,234,-86.658816,32.739185,1,0,1585929677,0
326145,4.27,10,254,-90.349319,34.461819,25,1,1559661392,0
759310,96.11,4,241,-98.499314,44.091819,41,0,1574311825,0
1024177,133.94,12,67,-82.076251,34.113555,10,1,1582896698,0
1261735,4.2,8,688,-92.290981,40.790456,12,0,1591637064,0
246518,62.6,1,412,-111.692386,33.211597,3,0,1556918322,0
842870,75.98,4,550,-79.771924,39.325096,38,0,1576305201,0
1011426,209.49,4,12,-111.42072,33.747359,3,0,1582244703,0
409102,2.98,13,286,-76.80211,40.254674,20,1,1562252519,0
574006,106.48,4,336,-96.62114,42.633615,23,0,1567293534,0
1249522,117.3,4,217,-86.723062,39.869366,15,1,1591264551,0
339745,6.81,12,53,-97.010031,33.904622,43,1,1560100670,0
233328,49.57,10,254,-82.62814399999999,27.377595,9,1,1556399181,0
366291,72.92,1,541,-121.939622,47.621952,47,0,1560889418,0
15352,8.77,12,131,-74.301061,43.836358,34,0,1547061882,0
1003726,49.27,2,399,-92.110905,40.907727,12,0,1581847229,0
185477,9.85,10,477,-77.157154,38.302651,45,1,1554576976,0
1106740,8.55,0,644,-86.663353,39.850861,15,0,1586111405,0
551541,60.35,2,231,-102.775967,44.512511,41,1,1566628574,0
434791,4.67,0,288,-120.891599,38.822683000000005,4,0,1563041930,0
769146,71.26,4,550,-74.877239,40.97181,31,1,1574662233,0
906887,18.33,10,564,-85.97915400000001,41.585273,15,0,1577539516,0
846946,21.13,9,82,-102.345533,48.786051,28,1,1576366266,0
381691,182.0,4,241,-74.09331999999999,45.063511,34,0,1561366174,0
13974,98.69,1,657,-72.723831,40.792122,34,0,1546975265,0
309386,170.1,4,468,-80.727535,40.799452,38,0,1559178014,0
1242410,145.48,0,145,-97.1536,42.627401,41,0,1591042505,0
797650,48.98,6,675,-82.208926,28.078159000000003,9,0,1575375908,0
306496,48.65,7,643,-88.02834200000001,43.1644,48,0,1559057939,0
1108513,70.19,2,518,-82.529303,41.354091,35,0,1586165341,0
747658,61.91,3,299,-86.08085,39.002317,15,0,1573894234,0
1292263,22.39,7,496,-90.582189,37.392638,24,0,1592587547,0
776040,39.84,7,496,-92.023726,41.521786,12,0,1574959035,0
447597,84.21,8,354,-85.743543,34.121045,1,1,1563432267,0
910123,69.33,2,508,-85.893755,31.712484000000003,1,0,1577584523,0
241279,2.65,12,659,-77.595912,41.393989000000005,38,0,1556659336,0
82212,104.17,4,94,-85.83587800000001,44.259081,22,1,1550476211,0
1041391,344.09,12,287,-80.60159,40.356993,38,0,1583649492,0
399701,29.52,10,520,-82.431903,31.824529,10,0,1561929861,0
965791,112.47,4,146,-120.254817,36.501146000000006,4,1,1579943062,0
277898,26.5,5,102,-85.091493,29.744694,9,0,1558118768,0
824200,410.85,11,311,-73.198306,42.42441,19,0,1575889311,0
83455,81.4,10,433,-93.268235,49.002656,23,1,1550517265,0
365610,21.64,10,312,-88.940851,40.58686,14,0,1560861728,0
86330,51.15,2,622,-86.402273,32.729539,1,0,1550630032,0
625523,15.06,10,564,-75.182233,39.862298,38,0,1569190395,0
148000,153.09,4,241,-90.06521,42.061951,12,1,1553128639,0
716404,60.72,7,660,-82.559524,40.466031,35,1,1572696589,0
368773,42.6,2,153,-93.173331,38.15317,24,0,1560997213,0
549912,241.63,7,45,-98.928851,36.120351,36,0,1566577180,0
36664,176.94,4,608,-71.921616,41.577306,6,1,1548142436,0
1242909,1.2,1,348,-93.120037,42.985007,12,0,1591051760,0
1079218,78.17,2,549,-99.682714,31.28573,43,0,1585019781,0
671172,67.01,2,162,-89.05418,29.391946,18,1,1570955910,0
834094,1.19,12,627,-84.554498,41.600411,15,1,1576104511,0
338806,114.44,10,23,-82.056465,40.458406,35,0,1560083480,0
862335,16.48,6,471,-77.496139,40.807319,38,0,1576623025,0
183488,67.88,2,183,-105.57241299999998,36.232665,32,1,1554513192,0
468156,29.76,10,591,-91.014569,29.55935,18,0,1564066627,0
1098448,10.99,0,662,-106.497803,35.984842,32,1,1585744899,0
887480,1.92,13,216,-87.77606800000001,34.741158,1,0,1577105058,0
1280038,14.93,12,277,-79.616692,36.623242,27,0,1592210588,0
583965,18.36,7,658,-80.8289,39.019732,49,0,1567618132,0
127800,7.24,7,565,-81.904162,33.816688,40,0,1552315874,0
531980,54.62,2,117,-98.898298,40.051489,29,1,1566025349,0
97345,101.54,7,78,-106.839523,39.475599,5,0,1551197212,0
1075396,139.94,5,326,-81.013463,38.650492,49,1,1584914580,0
948556,32.68,7,519,-79.407423,32.977649,40,1,1579017392,0
1045191,3.48,8,647,-98.192257,34.669402000000005,36,0,1583762613,0
815058,146.26,6,461,-93.986748,40.654065,24,0,1575757817,0
355615,4.59,7,553,-100.739885,32.061562,43,0,1560615179,0
495551,94.85,9,297,-104.849256,39.735258,5,1,1564896584,0
53070,69.59,2,162,-95.393054,40.266686,29,1,1549015461,0
798580,109.16,10,262,-79.446667,38.275101,49,0,1575399025,0
910895,5.73,11,630,-77.713966,33.675164,27,1,1577597812,0
932259,2.3,11,443,-86.10972,40.777589,15,0,1578233451,0
34973,7.42,11,571,-97.608614,32.848133000000004,43,1,1548080212,0
597312,68.21,4,468,-84.36770200000001,34.291123,27,1,1568096512,0
284094,59.71,2,332,-90.03390300000001,29.433852,25,1,1558311371,0
1212114,110.36,4,147,-86.354474,38.385464,17,0,1590110527,0
607237,146.89,4,359,-123.296183,40.726558,4,1,1568529136,0
1146668,109.45,10,54,-95.018308,41.777343,12,0,1587577612,0
555144,74.79,4,543,-89.325142,35.151641999999995,42,1,1566716265,0
1069360,22.88,12,480,-96.539231,28.348732,43,1,1584674331,0
439948,51.65,3,363,-98.932,35.710784999999994,36,0,1563160847,0
1264131,75.6,2,691,-109.877618,38.022282,44,1,1591692781,0
1247810,105.9,12,284,-83.954498,42.547843,22,0,1591191272,0
722264,1.39,0,145,-86.74058000000001,38.312908,17,0,1572860300,0
468022,184.57,11,649,-81.212648,35.973394,27,0,1564062374,0
508745,11.28,1,599,-98.561747,27.167711,43,0,1565303152,0
163242,2.52,11,295,-76.614082,38.959756,20,0,1553706763,0
1275701,51.19,2,358,-120.227531,39.321461,33,1,1592100434,0
93871,82.87,4,146,-100.436617,34.280899,43,0,1551068137,0
761943,46.52,7,683,-106.206099,40.652898,5,1,1574436694,0
412435,7.01,8,623,-124.089455,41.054939000000005,4,0,1562371618,0
1121155,59.5,2,43,-88.002759,37.97902,14,0,1586666247,0
592704,3.78,12,403,-89.64165200000001,38.370556,14,0,1567957045,0
961644,2.6,6,68,-86.17653100000001,41.815174,15,0,1579699887,0
697307,4.89,0,644,-89.851206,39.319437,14,0,1571957734,0
160739,103.73,4,309,-116.846535,33.854462,4,0,1553566982,0
146118,83.72,5,138,-105.229621,38.898508,5,0,1553033443,0
718282,102.97,12,659,-70.039428,44.703214,21,1,1572747353,0
327214,53.0,3,135,-75.812612,39.15343,20,1,1559707718,0
975402,24.2,5,566,-87.27063299999999,33.9104,1,1,1580413115,0
